Words;Score
entwickeln;1072
äußerst;1067
ansehen;1067
schmerzen;1066
neulich;1065
begonnen;1065
schnitt;1064
verstand;1062
falle;1060
deutscher;1060
eingeladen;1059
bessere;1059
unterstützt;1058
führte;1058
verantwortlich;1057
jemals;1057
ausgerechnet;1057
seht;1056
pause;1055
hieß;1053
decke;1053
aktuell;1052
kannte;1051
beschlossen;1051
erlaubt;1050
setzte;1049
angeboten;1046
kommenden;1045
weiße;1044
machten;1044
allgemeinen;1043
gesucht;1041
entstehen;1041
angenehm;1038
kurzer;1037
cool;1037
wollt;1035
uni;1035
reisen;1035
zeigte;1034
ausschließlich;1032
gelaufen;1028
verhindern;1027
kauf;1026
unterhalten;1024
amerikanischen;1023
eventuell;1022
zugleich;1021
verzichten;1021
öffentlich;1016
nee;1016
musst;1015
einkaufen;1015
langer;1014
daneben;1014
aufgefallen;1014
werfen;1013
möglichen;1012
einzig;1010
beides;1010
spiele;1009
soziale;1008
solch;1008
falsche;1008
erhält;1008
griff;1006
formen;1006
überlegt;1005
warte;1004
hinzu;1004
gebraucht;1004
gearbeitet;1004
befinden;1004
träume;1002
internationalen;999
wichtiger;998
selben;997
schlechter;996
genutzt;995
lösen;992
gestalten;992
tanzen;991
schau;990
desto;990
notwendig;988
geschlossen;988
lernt;987
verliebt;986
freundlich;986
anfangs;986
tiefe;983
besseren;983
stärker;982
liebt;981
schlicht;979
werte;978
strecke;978
schlagen;978
rosa;978
gesund;978
benötigt;978
dunklen;975
woher;974
behalten;970
daheim;969
alternative;969
öffnen;967
ehe;966
diverse;966
einerseits;965
spontan;964
solle;964
veröffentlicht;962
besonderen;962
locker;961
vorgestellt;960
stecken;960
welchem;959
solcher;959
heutzutage;959
reichlich;958
herrlich;958
kurzem;957
tolles;956
preise;956
erzählte;956
aktiv;956
live;955
verschwinden;954
netten;954
doof;954
zweimal;952
wahre;951
interessieren;951
besucht;950
höher;949
herzlich;948
größere;947
unmöglich;946
treten;946
gewählt;946
geraten;945
ermöglicht;945
dicke;944
ruft;943
wohin;942
gang;942
enttäuscht;942
verbracht;937
scheiße;937
kriegt;936
schweigen;935
entsteht;935
betrachten;934
insofern;933
normale;931
heim;931
geschenkt;931
jung;930
fängt;930
schlechten;929
weißt;928
schlägt;928
fort;928
f;928
übel;927
zugeben;927
weltweit;927
ernsthaft;927
politisch;926
erstaunlich;926
allgemein;925
nochmals;924
beobachten;924
schützen;922
geschieht;921
breit;921
benutzen;921
erinnere;920
achten;920
unterstützen;916
einfacher;916
werdet;915
diversen;911
dahinter;910
behandelt;909
fanden;908
bedarf;908
interview;906
anschauen;906
bauen;905
namens;903
prima;901
grenze;901
erkennt;901
behauptet;901
gewohnt;900
bilden;899
betrifft;899
niemanden;898
entdecken;898
daraufhin;897
waschen;896
fahre;895
einst;895
wozu;894
werke;894
zählt;893
keinerlei;893
plus;892
glatt;892
euren;892
verboten;891
grüne;891
passend;890
generell;890
sorgt;889
jener;889
heiß;889
gelingt;889
wild;886
ehemaligen;886
tritt;885
geeignet;885
üblichen;883
verschwunden;883
w;882
jeweiligen;882
verdienen;879
besonderes;879
dreht;876
treiben;875
seltsam;875
http;875
funktionieren;875
aktuelle;875
j;873
entlang;873
sparen;872
kümmern;872
aufmerksam;872
aufgenommen;872
rufen;871
ums;868
tue;868
merken;868
schließen;865
bewegt;865
festgestellt;864
außerhalb;864
müssten;863
dazwischen;863
bezeichnen;863
persönliche;861
überzeugen;860
geändert;860
aufgaben;860
stricken;856
las;854
erfüllt;854
verletzt;853
nah;852
hauptsächlich;851
taten;850
derart;849
verfolgt;848
gemütlich;848
fing;848
bestätigt;848
bösen;847
sorge;846
fälle;846
spüren;845
spitze;845
singen;844
bar;844
aussagen;844
irgendetwas;843
genannten;842
gelten;842
web;840
verliert;840
entspricht;840
sämtliche;839
entsprechenden;839
wichtigen;838
vertreten;838
via;837
legte;837
begleitet;837
verfahren;835
ganzes;835
genügend;834
besitzt;834
eurer;832
übernehmen;830
süß;829
gebaut;829
brauchte;828
dankbar;827
äh;826
enthalten;826
drücken;826
stammt;825
bemerkt;825
zahlreiche;824
frühen;824
wachsen;823
schweren;823
original;823
versprochen;821
mehrfach;821
sogenannten;820
starke;816
toten;815
wohnt;814
erledigt;814
anstrengend;813
schaue;812
wünscht;810
drehen;810
lach;809
tausend;808
hierbei;808
geradezu;808
eng;808
melden;807
füllen;807
enthält;806
wahren;805
presse;805
wunderschön;804
nahezu;803
geschaffen;803
weiterer;802
moderne;801
erfährt;801
arbeite;801
ändert;800
willkommen;800
fingern;798
dicken;798
einfache;797
privaten;795
beendet;795
aufstehen;795
dick;794
beschreiben;794
beschäftigen;793
echten;792
speziell;791
unterschiedlichen;790
hübsch;790
eingesetzt;790
unterschiedliche;789
offenen;789
gemeinsamen;789
nachher;788
ruf;787
schaute;786
rennen;786
menschlichen;786
verändern;785
stille;785
real;784
erkannt;784
ebene;783
überleben;782
blau;782
ausreichend;782
