Words;Link;Score
Breaking Bad;MacLaren;1000
Um Sonho de Liberdade;Darabont;991
The Shawshank Redemption;Darabont;991
O Cavaleiro das Trevas;Nolan;965
The Dark Knight;Nolan;965
Game of Thrones;Nutter;963
O Poderoso Chefão;Coppola;950
The Godfather;Coppola;950
A Origem;Nolan;918
Inception;Nolan;918
O Senhor dos Anéis;Jackson;913
Clube da Luta;Fincher;913
Fight Club;Fincher;913
Forrest Gump;Zemeckis;909
Pulp Fiction;Tarantino;908
Chernobyl;Renck;903
A Lista de Schindler;Spielberg;900
Schindler's List;Spielberg;900
Interstellar;Nolan;898
The Godfather Part;Coppola;895
Matrix;Wachowski;889
The Matrix;Wachowski;889
Sherlock;McGuigan;871
Band of Brothers;Frankel;870
Sete;Fincher;869
Seven;Fincher;869
Doze Homens e uma Sentença;Lumet;864
12 Angry Men;Lumet;864
O Silêncio dos Inocentes;Demme;858
The Silence of the Lambs;Demme;858
Stranger Things;Duffer;857
Friends;Halvorson;855
GoodFellas;Scorsese;854
O Resgate do Soldado Ryan;Spielberg;854
Saving Private Ryan;Spielberg;854
Django Livre;Tarantino;852
Django Unchained;Tarantino;852
Star Wars;Lucas;851
À Espera de um Milagre;Darabont;851
The Green Mile;Darabont;851
Gladiador;Scott;851
Gladiator;Scott;851
Ataque dos Titãs;Araki;851
Attack on Titan;Araki;851
Better Call Saul;Gilligan;851
Família Soprano;Patten;846
The Sopranos;Patten;846
The Dark Knight Rises;Nolan;844
O Grande Truque;Nolan;840
The Prestige;Nolan;840
Os Infiltrados;Scorsese;838
The Departed;Scorsese;838
Rick and Morty;Archer;837
Terminator 2: Judgment Day;Cameron;836
Bastardos Inglórios;Tarantino;836
Inglourious Basterds;Tarantino;836
Avatar;Seung-hyun;836
Avatar: The Last Airbender;Seung-hyun;836
The Wire;Chappelle;834
The Good, the Bad and the Ugly;Leone;833
De Volta para o Futuro;Zemeckis;833
Back to the Future;Zemeckis;833
Um Estranho no Ninho;Forman;829
One Flew Over the Cuckoo's Nest;Forman;829
Léon;Besson;828
American History;Kaye;824
O Rei Leão;Allers;823
The Lion King;Allers;823
Os Suspeitos;Singer;822
The Usual Suspects;Singer;822
Amnésia;Nolan;821
Memento;Nolan;821
True Detective;Fukunaga;821
Vingadores: Ultimato;Russo;821
Avengers: Endgame;Russo;821
Joker;Phillips;820
Parasita;Ho;818
Parasite;Ho;818
Whiplash;Chazelle;817
Vingadores: Guerra Infinita;Russo;817
Avengers: Infinity War;Russo;817
A Viagem de Chihiro;Miyazaki;816
Spirited Away;Miyazaki;816
WALL·E;Stanton;815
Dexter;Dahl;813
O Lobo de Wall Street;Scorsese;812
The Wolf of Wall Street;Scorsese;812
Alien;Scott;811
Peaky Blinders;Byrne;811
O Iluminado;Kubrick;809
The Shining;Kubrick;809
Gênio Indomável;Sant;809
Good Will Hunting;Sant;809
Batman Begins;Nolan;809
Intocáveis;Nakache;809
The Intouchables;Nakache;809
The Pianist;Polanski;808
Cidade de Deus;Meirelles;808
City of God;Meirelles;808
The Boys;Sgriccia;808
Black Mirror;Haynes;808
Shutter Island;Scorsese;806
A Vida é Bela;Benigni;803
Life Is Beautiful;Benigni;803
Arcane;Charrue;803
Os Caçadores da Arca Perdida;Spielberg;802
Raiders of the Lost Ark;Spielberg;802
American Beauty;Mendes;801
Death Note;Araki;798
Up: Altas Aventuras;Docter;798
Up;Docter;798
Planet Earth;Fothergill;797
Toy Story;Lasseter;795
Brilho Eterno de uma Mente Sem Lembranças;Gondry;795
Eternal Sunshine of the Spotless Mind;Gondry;795
Cães de Aluguel;Tarantino;794
Reservoir Dogs;Tarantino;794
Coração Valente;Gibson;794
Braveheart;Gibson;794
O Show de Truman;Weir;794
The Truman Show;Weir;794
House;Yaitanes;792
Kill Bill;Tarantino;790
Psicose;Hitchcock;789
Psycho;Hitchcock;789
Aspirants;Karki;789
O Mandaloriano;Famuyiwa;788
The Mandalorian;Famuyiwa;788
One Piece;Sakai;786
Scarface;Palma;785
Procurando Nemo;Stanton;785
Finding Nemo;Stanton;785
The Last of Us;Mazin;785
Dark;Odar;785
Onde os Fracos Não Têm Vez;Coen;784
No Country for Old Men;Coen;784
Aliens;Cameron;783
Parque dos Dinossauros;Spielberg;783
Jurassic Park;Spielberg;783
Narcos;Baiz;783
Seinfeld;Ackerman;782
Requiem for a Dream;Aronofsky;782
The Sixth Sense;Shyamalan;781
Piratas do Caribe;Verbinski;779
Pirates of the Caribbean: The Curse of the Black Pearl;Verbinski;779
Os Vingadores;Whedon;778
The Avengers;Whedon;778
Homem-Aranha no Aranhaverso;Persichetti;778
Spider-Man: Into the Spider-Verse;Persichetti;778
Apocalypse Now;Coppola;777
O Gambito da Rainha;Frank;777
The Queen's Gambit;Frank;777
Casablanca;Curtiz;776
It's a Wonderful Life;Capra;776
House of Cards;Foley;776
Catch Me If You Can;Spielberg;775
Uma Mente Brilhante;Howard;775
A Beautiful Mind;Howard;775
V for Vendetta;McTeigue;775
Vikings;Donnelly;775
Taxi Driver;Scorsese;774
Duro de Matar;McTiernan;774
Die Hard;McTiernan;774
Oppenheimer;Nolan;774
Mad Max: Fury Road;Miller;773
The Walking Dead;Nicotero;772
Titanic;Cameron;771
O Fabuloso Destino de Amélie Poulain;Jeunet;771
Garota Exemplar;Fincher;771
Gone Girl;Fincher;771
Viva;Unkrich;771
Coco;Unkrich;771
South Park;Parker;770
Snatch;Ritchie;770
Ted Lasso;Lowney;770
Fullmetal Alchemist: Brotherhood;Irie;770
Guardiões da Galáxia;Gunn;769
Guardians of the Galaxy;Gunn;769
Heat;Mann;768
The Kashmir Files;Agnihotri;768
Laranja Mecânica;Kubrick;767
A Clockwork Orange;Kubrick;767
Prisoners;Villeneuve;767
2001: Uma Odisseia no Espaço;Kubrick;766
2001: A Space Odyssey;Kubrick;766
How I Met Your Mother;Fryman;766
Monstros S.A.;Docter;765
Monsters, Inc.;Docter;765
Succession;Mylod;765
Deadpool;Miller;764
Os Simpsons;Anderson;763
The Simpsons;Anderson;763
Firefly;Whedon;763
Modern Family;Mancuso;763
Indiana Jones and the Last Crusade;Spielberg;762
Homem-Aranha: Sem Volta para Casa;Watts;762
Spider-Man: No Way Home;Watts;762
Top Gun: Maverick;Kosinski;762
De Olhos Bem Fechados;Kubrick;761
Full Metal Jacket;Kubrick;761
O Exterminador do Futuro;Cameron;760
The Terminator;Cameron;760
Oldboy;Chan-wook;760
Spider-Man: Across the Spider-Verse;Santos;760
O Grande Hotel Budapeste;Anderson;758
The Grand Budapest Hotel;Anderson;758
Ratatouille;Bird;756
Lost;Bender;756
The Big Bang Theory;Cendrowski;756
Janela Indiscreta;Hitchcock;755
Rear Window;Hitchcock;755
Prison Break;Roth;755
Logan;Mangold;755
The Big Lebowski;Coen;754
Westworld;Lewis;754
Divertida Mente;Docter;754
Inside Out;Docter;754
1917;Mendes;754
Os Sete Samurais;Kurosawa;752
Seven Samurai;Kurosawa;752
Blade Runner;Scott;752
O Labirinto do Fauno;Toro;752
Pan's Labyrinth;Toro;752
How to Train Your Dragon;DeBlois;752
Scam 1992: The Harshad Mehta Story;Mehta;752
Mr. Robot;Esmail;752
Sobrenatural;Singer;751
Supernatural;Singer;751
Suits;Smith;751
Mindhunter;Fincher;751
Homem de Ferro;Favreau;750
Iron Man;Favreau;750
Severance;Stiller;750
Gran Torino;Eastwood;750
Invincible;Duncan;750
The Martian;Scott;749
There Will Be Blood;Anderson;748
It's Always Sunny in Philadelphia;Shakman;748
Green Book;Farrelly;746
O Regresso;Iñárritu;745
The Revenant;Iñárritu;745
Fargo;Coen;744
12 Years a Slave;McQueen;744
L.A. Confidential;Hanson;743
3 Idiots;Hirani;743
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;Kubrick;742
Trainspotting;Boyle;742
Donnie Darko;Kelly;742
Million Dollar Baby;Eastwood;742
Slumdog Millionaire;Boyle;742
Amadeus;Forman;741
Os Incríveis;Bird;741
The Incredibles;Bird;741
Arrested Development;Miller;741
Black Swan;Aronofsky;741
Hunter X Hunter;Kôjina;741
The Imitation Game;Tyldum;740
Jaws;Spielberg;739
Casino;Scorsese;739
Mad Men;Abraham;739
Once Upon a Time in the West;Leone;738
O Túmulo dos Vagalumes;Takahata;738
Grave of the Fireflies;Takahata;738
A Casa do Dragão;Kilner;738
House of the Dragon;Kilner;738
A Vida dos Outros;Donnersmarck;737
The Lives of Others;Donnersmarck;737
La Casa de Papel;Colmenar;737
Money Heist;Colmenar;737
Cosmos: A Spacetime Odyssey;Braga;736
Rocky;Avildsen;735
Sin City;Miller;735
Parks and Recreation;Holland;735
The Last Dance;Hehir;735
Hacksaw Ridge;Gibson;734
BoJack Horseman;Winfrey;734
Yellowstone;Kay;734
Princesa Mononoke;Miyazaki;733
Princess Mononoke;Miyazaki;733
Sons of Anarchy;Barclay;733
Brooklyn Nine-Nine;McDonald;733
Sociedade dos Poetas Mortos;Weir;731
Dead Poets Society;Weir;731
Lock, Stock and Two Smoking Barrels;Ritchie;731
La La Land;Chazelle;730
Casino Royale;Campbell;729
Thor: Ragnarok;Waititi;729
Ozark;Bateman;729
Your Name;Shinkai;729
Your Name.;Shinkai;729
Groundhog Day;Ramis;728
The King's Speech;Hooper;728
Shameless;MacDonald;728
Entre Facas e Segredos;Johnson;728
Knives Out;Johnson;728
The Thing;Carpenter;727
Twin Peaks;Lynch;727
Downton Abbey;Percival;727
Her;Jonze;727
Arrival;Villeneuve;727
Fleabag;Bradbeer;727
The Haunting of Hill House;Flanagan;727
Em Busca do Cálice Sagrado;Gilliam;726
Monty Python and the Holy Grail;Gilliam;726
O Castelo Animado;Miyazaki;726
Howl's Moving Castle;Miyazaki;726
A Knight of the Seven Kingdoms;Harris;726
The Crown;Caron;726
Three Billboards Outside Ebbing, Missouri;McDonagh;726
Cinema Paradiso;Tornatore;725
Andor;Haynes;725
The X-Files;Manners;724
Into the Wild;Penn;724
Gravity Falls;Pitt;724
Cidadão Kane;Welles;723
Citizen Kane;Welles;723
12 Monkeys;Gilliam;723
Shrek;Adamson;723
The Bourne Ultimatum;Greengrass;723
Community;Shapeero;723
The Bear;Storer;723
Edge of Tomorrow;Liman;722
Ford v Ferrari;Mangold;722
Once Upon a Time in America;Leone;721
X-Men: Days of Future Past;Singer;721
The Hunt;Vinterberg;721
Cowboy Bebop;Watanabe;720
O Hobbit;Jackson;720
The Hobbit: An Unexpected Journey;Jackson;720
Naruto Shippuden;Date;720
Naruto: Shippuden;Date;720
The Batman;Reeves;720
Rush;Howard;720
Capitão América: Guerra Civil;Russo;720
Captain America: Civil War;Russo;720
Loki;Herron;720
Unforgiven;Eastwood;719
Harry Potter and the Prisoner of Azkaban;Cuarón;719
Round 6;Dong-hyuk;719
Squid Game;Dong-hyuk;719
Um Corpo que Cai;Hitchcock;718
Vertigo;Hitchcock;718
District;Blomkamp;718
Fallout;Toye;718
Modern Times;Chaplin;717
Blood Diamond;Zwick;717
Warrior;O'Connor;717
The Help;Taylor;717
Homeland;Glatter;717
Spotlight;McCarthy;717
Dexter: Resurrection;Siega;717
The Pursuit of Happyness;Muccino;716
Shōgun;Toye;716
Futurama;Avanzino;715
North by Northwest;Hitchcock;714
Batman: The Animated Series;Altieri;714
Rome;Apted;714
The Penguin;Zobel;714
The Exorcist;Friedkin;713
Life of Pi;Lee;713
Jai Bhim;Gnanavel;713
Rain Man;Levinson;712
A Rede Social;Fincher;712
The Social Network;Fincher;712
Captain America: The Winter Soldier;Russo;712
Corra;Peele;712
Get Out;Peele;712
Stand by Me;Reiner;711
Doctor Who;Harper;711
Dunkirk;Nolan;711
Harry Potter;Columbus;710
Harry Potter and the Sorcerer's Stone;Columbus;710
Room;Abrahamson;710
The Pitt;Marcano;710
One Punch Man;Natsume;710
Demon Slayer: Kimetsu no Yaiba;Sotozaki;710
Platoon;Stone;709
Curb Your Enthusiasm;Schaffer;709
A Queda;Hirschbiegel;709
Downfall;Hirschbiegel;709
The Hangover;Phillips;709
The Wizard of Oz;Fleming;708
Lawrence of Arabia;Lean;708
Freaks and Geeks;Kasdan;708
Boardwalk Empire;Patten;708
Skyfall;Mendes;708
Bohemian Rhapsody;Singer;708
Sex Education;Taylor;708
Battlestar Galactica;Rymer;707
Drive;Refn;707
The Hobbit: The Desolation of Smaug;Jackson;707
Gravity;Cuarón;707
Rogue One;Edwards;707
Rogue One: A Star Wars Story;Edwards;707
Sozinho em Casa;Columbus;706
Home Alone;Columbus;706
Scrubs;Spiller;706
The Curious Case of Benjamin Button;Fincher;706
When They See Us;DuVernay;705
Os Oito Odiados;Tarantino;704
The Hateful Eight;Tarantino;704
Meu Vizinho Totoro;Miyazaki;703
My Neighbor Totoro;Miyazaki;703
A Bela e a Fera;Trousdale;703
Beauty and the Beast;Trousdale;703
Aladdin;Clements;702
Fringe;Chappelle;702
Panchayat;Mishra;702
The Perks of Being a Wallflower;Chbosky;702
This Is Us;Olin;702
Gone with the Wind;Fleming;701
Cast Away;Zemeckis;701
The Notebook;Cassavetes;701
Wandinha;Burton;701
Wednesday;Burton;701
12th Fail;Chopra;701
The Great Dictator;Chaplin;700
Sunset Boulevard;Wilder;700
To Kill a Mockingbird;Mulligan;700
The Princess Bride;Reiner;700
Raging Bull;Scorsese;699
Children of Men;Cuarón;699
Six Feet Under;Ball;699
Nightcrawler;Gilroy;699
O Conto da Aia;Barker;699
The Handmaid's Tale;Barker;699
Once Upon a Time... in Hollywood;Tarantino;699
City Lights;Chaplin;697
The Twilight Zone;Brahm;697
Dallas Buyers Club;Vallée;697
Silver Linings Playbook;Russell;697
Kingsman: The Secret Service;Vaughn;697
Das Boot;Petersen;696
Família da Pesada;Purdum;696
Family Guy;Purdum;696
Shaun of the Dead;Wright;696
Hotel Rwanda;George;696
300;Snyder;696
Project Hail Mary;Lord;696
X-Men: First Class;Vaughn;696
Big Little Lies;Vallée;696
Singin' in the Rain;Donen;695
O Franco Atirador;Cimino;695
The Deer Hunter;Cimino;695
Harry Potter and the Goblet of Fire;Newell;695
Vinland Saga;Yabuta;695
Soul;Docter;695
Cobra Kai;Hurwitz;695
Paths of Glory;Kubrick;694
Chinatown;Polanski;694
Back to the Future Part;Zemeckis;694
Before Sunrise;Linklater;694
Mystic River;Eastwood;694
Jujutsu Kaisen;Goshozono;694
A Separation;Farhadi;694
Person of Interest;Fisher;694
The Witcher;Lopez;694
The Bourne Identity;Liman;693
Leyla and Mecnun;Ünlü;693
Monty Python's Life of Brian;Jones;692
Archer;Fordney;692
Star Trek: The Next Generation;Bole;691
American Psycho;Harron;691
Love, Death & Robots;Pennacchioli;691
Some Like It Hot;Wilder;690
In Bruges;McDonagh;690
Birdman or (The Unexpected Virtue of Ignorance);Iñárritu;690
For a Few Dollars More;Leone;689
The Sting;Hill;689
Jojo Rabbit;Waititi;689
Euphoria;Levinson;689
Edward Scissorhands;Burton;688
Ocean's Eleven;Soderbergh;688
Big Fish;Burton;688
Hot Fuzz;Wright;688
Zodiac;Fincher;688
Taken;Morel;688
Mare of Easttown;Zobel;688
1883;Richardson;688
Dhindora;Gaur;688
The Expanse;Eisner;688
E.T. the Extra-Terrestrial;Spielberg;687
Little Miss Sunshine;Dayton;687
Harry Potter and the Deathly Hallows;Yates;687
Argo;Affleck;687
Hachi: A Dog's Tale;Hallström;687
Zack Snyder's Justice League;Snyder;687
Incendies;Villeneuve;687
The Last Kingdom;East;687
Guardians of the Galaxy Vol.;Gunn;687
Big Hero;Hall;686
Ex Machina;Garland;685
The Big Short;McKay;685
Silicon Valley;Judge;685
Lucifer;Hope;685
Dangal;Tiwari;685
The Marvelous Mrs. Maisel;Sherman-Palladino;685
The Elephant Man;Lynch;684
24;Cassar;684
Top Gear;Klein;684
Everything Everywhere All at Once;Kwan;684
The Great Escape;Sturges;683
Mr. Bean;Birkin;682
Scent of a Woman;Brest;682
Training Day;Fuqua;682
The IT Crowd;Linehan;682
Doctor Strange;Derrickson;682
Captain Phillips;Greengrass;682
Before Sunset;Linklater;681
Like Stars on Earth;Khan;681
Schitt's Creek;Fox;681
Predator;McTiernan;680
Mulholland Drive;Lynch;680
The Last Samurai;Zwick;680
Fawlty Towers;Spiers;679
Superbad;Mottola;679
The Night Of;Zaillian;679
Adolescence;Barantini;679
Ghostbusters;Reitman;678
The Nightmare Before Christmas;Selick;678
Magnolia;Anderson;678
American Gangster;Scott;678
WandaVision;Shakman;678
The Apartment;Wilder;677
Homem-Aranha;Raimi;677
Spider-Man;Raimi;677
The Sound of Music;Wise;676
The Breakfast Club;Hughes;676
The Irishman;Scorsese;676
Entourage;Farino;675
Harry Potter and the Half-Blood Prince;Yates;675
The Father;Zeller;675
Orange Is the New Black;McCarthy;675
Last Week Tonight with John Oliver;Pennolino;675
Dragon Ball Z;Nishio;674
Harry Potter and the Chamber of Secrets;Columbus;674
Tangled;Greno;674
The Secret in Their Eyes;Campanella;674
The Hunger Games: Catching Fire;Lawrence;674
Heated Rivalry;Tierney;674
Pride and Prejudice;Langton;673
Oz;Bernstein;673
Boyhood;Linklater;673
Despicable Me;Coffin;673
The White Lotus;White;673
The Newsroom;Poul;673
Sicario;Villeneuve;673
Encontros e Desencontros;Coppola;672
Lost in Translation;Coppola;672
Soorarai Pottru;Kongara;672
Adventure Time;Han;672
Klaus;Pablos;672
Ben-Hur;Wyler;671
Minority Report;Spielberg;671
500 Days of Summer;Webb;671
Kick-Ass;Vaughn;671
Justified;Arkin;671
Outlander;Hüseyin;671
Marriage Story;Baumbach;671
Dances with Wolves;Costner;670
Deadwood;Bianchi;670
Memories of Murder;Ho;670
The Bourne Supremacy;Greengrass;670
Watchmen;Snyder;670
The Mentalist;Long;670
Rise of the Planet of the Apes;Wyatt;670
Star Trek Into Darkness;Abrams;670
About Time;Curtis;670
Fury;Ayer;670
The Theory of Everything;Marsh;670
The Heroes;ZarrinAbadi;670
Naruto;Date;669
Apocalypto;Gibson;669
Californication;Ancken;669
American Horror Story;Buecker;669
After Life;Gervais;669
The Graduate;Nichols;668
Ferris Bueller's Day Off;Hughes;668
The Iron Giant;Bird;668
Harry Potter and the Order of the Phoenix;Yates;668
Star Wars: The Clone Wars;Filoni;668
Sherlock Holmes;Ritchie;668
Wreck-It Ralph;Moore;668
The Wild Robot;Sanders;668
Pirates of the Caribbean: Dead Man's Chest;Verbinski;667
Kung Fu Panda;Osborne;667
Luther;Miller;667
Avengers: Age of Ultron;Whedon;667
The Good Place;Holland;667
Witness for the Prosecution;Wilder;666
Dog Day Afternoon;Lumet;666
The Fighter;Russell;666
Baby Driver;Wright;666
Reacher;Hill;666
M;Lang;665
The Bridge on the River Kwai;Lean;665
The Game;Fincher;665
Zombieland;Fleischer;665
Spider-Man: Homecoming;Watts;665
Double Indemnity;Wilder;664
The Butterfly Effect;Bress;664
Crash;Haggis;664
Code Geass: Lelouch of the Rebellion;Taniguchi;664
Moon;Jones;664
Blue Eye Samurai;Wu;664
Um Lugar Silencioso;Krasinski;664
A Quiet Place;Krasinski;664
The Fifth Element;Besson;663
Mentes Criminosas;Kershaw;663
Criminal Minds;Kershaw;663
The Wrestler;Aronofsky;663
Black Hawk Down;Scott;662
The Office;Gervais;662
Wild Tales;Szifron;662
Metrópolis;Lang;661
Metropolis;Lang;661
Buffy: A Caça-Vampiros;Whedon;661
Buffy the Vampire Slayer;Whedon;661
Amores Perros;Iñárritu;661
Pride & Prejudice;Wright;661
Pantera Negra;Coogler;661
Black Panther;Coogler;661
Almost Famous;Crowe;660
Jogos Vorazes;Ross;660
The Hunger Games;Ross;660
The Conjuring;Wan;660
Avatar: The Way of Water;Cameron;660
La haine;Kassovitz;659
Saw;Wan;659
Moneyball;Miller;659
Banshee;Madsen;659
Dawn of the Planet of the Apes;Reeves;659
Lion;Davis;659
Bicycle Thieves;Sica;658
Boogie Nights;Anderson;658
Fantastic Mr. Fox;Anderson;658
Peacemaker;Gunn;658
Frozen;Buck;658
PK;Hirani;658
Call Me by Your Name;Guadagnino;658
Rosemary's Baby;Polanski;657
The Untouchables;Palma;657
Man on Fire;Scott;657
Brokeback Mountain;Lee;657
The Lego Movie;Lord;657
The Blacklist;McCarthy;657
Taboo;Engström;657
Manchester by the Sea;Lonergan;657
Mission: Impossible - Fallout;McQuarrie;657
The Seventh Seal;Bergman;656
The Fugitive;Davis;656
Crouching Tiger, Hidden Dragon;Lee;656
Love Actually;Curtis;656
Source Code;Jones;656
Annie Hall;Allen;655
Indiana Jones;Spielberg;655
Indiana Jones and the Temple of Doom;Spielberg;655
Silo;Templemore;655
Deadpool & Wolverine;Levy;655
Gandhi;Attenborough;654
Ice Age;Wedge;654
Poor Things;Lanthimos;654
Midnight in Paris;Allen;654
The End of the F***ing World;Entwistle;654
Ip Man;Yip;653
Dial M for Murder;Hitchcock;652
Butch Cassidy and the Sundance Kid;Hill;652
Barry Lyndon;Kubrick;652
28 Days Later;Boyle;652
Atonement;Wright;652
Limitless;Burger;652
In the Name of the Father;Sheridan;651
Gilmore Girls;Babbit;651
Mary and Max;Elliot;651
All Quiet on the Western Front;Berger;651
The Vampire Diaries;Grismer;651
A Star Is Born;Cooper;651
The Legend of Korra;Graham;651
Moonrise Kingdom;Anderson;651
The Handmaiden;Chan-wook;651
That '70s Show;Trainer;650
The Machinist;Anderson;650
True Blood;Lehmann;650
Looper;Johnson;650
Sense8;Wachowski;650
The Third Man;Reed;649
Rashōmon;Kurosawa;649
Rashomon;Kurosawa;649
Akira;Ôtomo;649
Neon Genesis Evangelion;Anno;649
Being John Malkovich;Jonze;649
Serenity;Whedon;649
K.G.F: Chapter;Neel;649
The Umbrella Academy;Webb;649
Crazy, Stupid, Love.;Ficarra;649
Solo Leveling;Nakashige;649
The Hobbit: The Battle of the Five Armies;Jackson;649
Slow Horses;Randall;649
Die Hard: With a Vengeance;McTiernan;648
The Others;Amenábar;648
X2: X-Men United;Singer;648
The Pacific;Podeswa;648
Wonder Woman;Jenkins;648
True Romance;Scott;647
Donnie Brasco;Newell;647
Gangs of New York;Scorsese;647
Inside Man;Lee;647
I Am Legend;Lawrence;647
The Americans;Long;647
Broadchurch;Strong;647
The Fault in Our Stars;Boone;647
Making a Murderer;Demos;647
Barry;Hader;647
Capernaum;Labaki;647
A Fistful of Dollars;Leone;646
Network;Lumet;646
O Brother, Where Art Thou?;Coen;646
Coraline;Selick;646
Scott Pilgrim vs. the World;Wright;646
The Hurt Locker;Bigelow;646
Castle;Bowman;646
Hamilton;Kail;646
Gattaca;Niccol;645
Mulan;Bancroft;645
Malcolm in the Middle;Holland;645
Psych;Damski;645
30 Rock;Scardino;645
John Wick;Stahelski;645
It: A Coisa;Muschietti;645
The Holdovers;Payne;645
The Originals;Hastings;645
Dhurandhar;Dhar;645
Dil Bechara;Chhabra;645
Planet of the Apes;Schaffner;644
Carlito's Way;Palma;644
X-Men;Singer;644
Juno;Reitman;644
Shershaah;Vishnuvardhan;644
CODA;Heder;644
One Battle After Another;Anderson;644
Sinners;Coogler;644
Hidden Figures;Melfi;644
The Invisible Guest;Paulo;644
Tenet;Nolan;644
Unbelievable;Cholodenko;644
Halloween;Carpenter;643
Apollo;Howard;643
As Good as It Gets;Brooks;643
Cinderella Man;Howard;643
Lucky Number Slevin;McGuigan;643
Mission: Impossible - Ghost Protocol;Bird;643
How to Get Away with Murder;D'Elia;643
Little Women;Gerwig;643
On the Waterfront;Kazan;642
Ran;Kurosawa;642
Men in Black;Sonnenfeld;642
Walk the Line;Mangold;642
Collateral;Mann;642
Chuck;McNeill;642
White Collar;Kretchmer;642
Normal People;Abrahamson;642
The Goonies;Donner;641
The Blind Side;Hancock;641
Only Murders in the Building;Babbit;641
Arrow;Bamford;641
The Leftovers;Leder;641
All About Eve;Mankiewicz;640
The Terminal;Spielberg;640
Ant-Man;Reed;640
The Town;Affleck;640
Now You See Me;Leterrier;640
Ready Player One;Spielberg;640
Spider-Man: Far from Home;Watts;640
The Kid;Chaplin;639
Cool Hand Luke;Rosenberg;639
The Blues Brothers;Landis;639
Nausicaä of the Valley of the Wind;Miyazaki;639
Castle in the Sky;Miyazaki;639
A Few Good Men;Reiner;639
The Devil's Advocate;Hackford;639
Grey's Anatomy;McKidd;639
Cyberpunk: Edgerunners;Imaishi;639
True Grit;Coen;639
Wind River;Sheridan;639
Misery;Reiner;638
Stargate SG-1;DeLuise;638
New Girl;O'Donnell;638
Orphan Black;Fawcett;638
Puss in Boots: The Last Wish;Crawford;638
Split;Shyamalan;638
You;Tree;638
The Treasure of the Sierra Madre;Huston;637
Yojimbo;Kurosawa;637
Come and See;Klimov;637
Batman;Burton;637
Eyes Wide Shut;Kubrick;637
Troy;Petersen;637
Pirates of the Caribbean: At World's End;Verbinski;637
Jack Ryan;Turner;637
A Silent Voice: The Movie;Yamada;637
Rebecca;Hitchcock;636
First Blood;Kotcheff;636
In the Mood for Love;Kar-Wai;636
Lord of War;Niccol;636
Sherlock Holmes: A Game of Shadows;Ritchie;636
127 Hours;Boyle;636
F1: The Movie;Kosinski;636
The Artist;Hazanavicius;636
Penny Dreadful;Thomas;636
3:10 to Yuma;Mangold;635
Man of Steel;Snyder;635
Maid;Wells;635
50/50;Levine;635
Gotham;Bailey;635
JFK;Stone;634
Remember the Titans;Yakin;634
The Aviator;Scorsese;634
American Crime Story;Murphy;634
Captain Fantastic;Ross;634
Bridge of Spies;Spielberg;634
Billions;Bucksey;634
Star Trek;Daniels;633
Willy Wonka & the Chocolate Factory;Stuart;633
Young Frankenstein;Brooks;633
Airplane!;Abrahams;633
Jackie Brown;Tarantino;633
Borat;Charles;633
The Illusionist;Burger;633
The Inbetweeners;Palmer;633
Baahubali 2: The Conclusion;Rajamouli;633
Primal Fear;Hoblit;632
The Royal Tenenbaums;Anderson;632
The Gentlemen;Ritchie;632
I'm Still Here;Salles;632
American Sniper;Eastwood;632
Killing Eve;Thomas;632
The Matrix Reloaded;Wachowski;631
Let the Right One In;Alfredson;631
Altered Carbon;Briesewitz;631
Jessica Jones;Surjik;631
MobLand;Byrne;631
The Morning Show;Leder;631
Filadélfia;Demme;630
Philadelphia;Demme;630
Thor;Branagh;630
Seven Pounds;Muccino;630
Changeling;Eastwood;630
The Boy in the Striped Pajamas;Herman;630
Straight Outta Compton;Gray;630
Beef;Schreier;630
Mission: Impossible - Dead Reckoning Part One;McQuarrie;630
When Harry Met Sally...;Reiner;629
Total Recall;Verhoeven;629
What's Eating Gilbert Grape;Hallström;629
Interview with the Vampire: The Vampire Chronicles;Jordan;629
10 Things I Hate About You;Junger;629
Dogville;Trier;629
Cars;Lasseter;629
The Girl with the Dragon Tattoo;Oplev;629
21 Jump Street;Lord;629
Bullet Train;Leitch;629
The Great Gatsby;Luhrmann;629
Wonder;Chbosky;629
Bodyguard;Strickland;629
Scream;Craven;628
Law & Order: Special Victims Unit;Segonzac;628
SpongeBob SquarePants;Waller;628
Hero;Zhang;628
Black Sails;Boyum;628
Mission: Impossible - Rogue Nation;McQuarrie;628
Incredibles;Bird;628
Brazil;Gilliam;627
RoboCop;Verhoeven;627
A Pequena Sereia;Clements;627
The Little Mermaid;Clements;627
Office Space;Judge;627
Gone Baby Gone;Affleck;627
Shrinking;Winston;627
Black Bird;Roskam;627
Paris, Texas;Wenders;626
Mr. Nobody;Dormael;626
Les Misérables;Hooper;626
Train to Busan;Sang-ho;626
Road to Perdition;Mendes;625
Stardust;Vaughn;625
The Man from Earth;Schenkman;625
Before Midnight;Linklater;625
Boku no Hero Academia;Nagasaki;625
My Hero Academia;Nagasaki;625
Ikiru;Kurosawa;624
Roman Holiday;Wyler;624
Stalker;Tarkovsky;624
Lethal Weapon;Donner;624
Beetlejuice;Burton;624
Transformers;Bay;624
Hugo;Scorsese;624
The Banshees of Inisherin;McDonagh;624
Chainsaw Man;Nakayama;624
The Greatest Showman;Gracey;624
